Age,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Attrition,AñoEncu,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.7857142857142856,0.17857142857142855,0.25,0.0,0.0,0.6375460768825698,0.1111111111111111,0.0,0.0,1.0,0.0,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,0,2015,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.3095238095238095,0.3214285714285714,0.0,0.00011348161597821153,0.0,0.16745655608214852,0.0,0.8571428571428571,0.3333333333333333,0.5,0.06666666666666667,0.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1,2015,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0.3333333333333333,0.5714285714285714,0.75,0.00022696323195642304,0.75,0.9646656134807793,0.1111111111111111,0.2857142857142857,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0,2015,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0.4761904761904761,0.03571428571428571,1.0,0.0003404448479346346,0.5,0.38504476040021063,0.3333333333333333,0.0,1.0,0.8333333333333333,0.4666666666666667,1.0,1.0,0.6666666666666667,0.3333333333333333,0,2015,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.3333333333333333,0.3214285714285714,0.0,0.00045392646391284613,0.0,0.07019483938915219,0.4444444444444444,0.0714285714285714,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.6666666666666665,0.25,0.5,0.0005674080798910577,0.75,0.16124275934702476,0.3333333333333333,0.1428571428571428,0.0,0.8333333333333333,0.4666666666666667,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.23809523809523808,0.35714285714285715,0.25,0.0006808896958692693,0.25,0.25297525013164823,0.2222222222222222,0.6428571428571427,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,1,2015,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.2619047619047619,0.6071428571428571,0.5,0.0007943713118474808,0.25,0.11237493417588204,0.2222222222222222,0.7857142857142857,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.3095238095238095,0.0,0.5,0.0009078529278256924,0.5,0.054502369668246446,0.0,0.7142857142857143,0.0,0.3333333333333333,0.4666666666666667,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.16666666666666669,0.2142857142857143,0.75,0.0010213345438039039,0.75,0.6558715113217483,0.1111111111111111,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0,2015,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.6428571428571428,0.5714285714285714,0.25,0.0011348161597821154,0.25,0.36766719325961034,0.0,0.1428571428571428,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.6666666666666667,1.0,0.6666666666666667,0.3333333333333333,0,2015,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0.42857142857142855,0.9642857142857143,0.0,0.0012482977757603268,0.0,0.12469720905739864,0.0,0.0714285714285714,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5745343975674648,1.0,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.8809523809523809,0.4642857142857143,0.75,0.0013617793917385383,0.0,0.23849394418114797,0.0,0.4285714285714285,0.0,0.3333333333333333,0.26666666666666666,1.0,0.0,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0.6904761904761905,0.0,0.0,0.00147526100771675,0.0,0.25028962611901,0.1111111111111111,0.0,0.6666666666666666,0.6666666666666666,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2015,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.23809523809523808,0.0,0.5,0.0015887426236949615,0.0,0.08335966298051606,0.1111111111111111,0.2142857142857143,0.0,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.4523809523809524,0.0,0.5,0.001702224239673173,0.25,0.22838335966298054,0.4444444444444444,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,1.0,1.0,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.07142857142857145,0.07142857142857142,0.25,0.0018157058556513845,0.0,0.16872037914691945,0.1111111111111111,0.0714285714285714,1.0,0.5,0.06666666666666667,1.0,0.6666666666666667,1.0,0.3333333333333333,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0.4523809523809524,0.0,0.5,0.0019291874716295962,0.25,0.16419167983149027,0.2222222222222222,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666667,0.6666666666666667,0,2015,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.4047619047619047,0.2142857142857143,0.75,0.0020426690876078077,0.0,0.07525013164823594,0.7777777777777777,0.3571428571428571,0.0,0.8333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,2015,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0.4761904761904761,0.25,0.5,0.002156150703586019,0.0,0.3086361242759347,0.1111111111111111,0.0,0.3333333333333333,0.8333333333333333,0.4666666666666667,0.0,0.0,0.6666666666666667,0.6666666666666667,0,2015,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
